mA tanb xsec_gg_H
410.0 3.3 1.1373462677
410.0 3.4 1.01919722557
410.0 3.5 0.967227578163
410.0 3.6 0.967227578163
410.0 3.7 0.875144958496
410.0 3.8 0.875144958496
410.0 3.9 0.796429395676
410.0 4.0 0.761291086674
410.0 4.1 0.761291086674
410.0 4.2 0.728616535664
410.0 4.3 0.669828414917
410.0 4.4 0.643334627151
410.0 4.5 0.618572056293
410.0 4.6 0.618572056293
410.0 4.7 0.595412611961
410.0 4.8 0.553339064121
410.0 4.9 0.534193873405
415.0 1.0 7.94294548035
415.0 1.1 6.94401168823
415.0 1.2 6.03914833069
415.0 1.3 6.03914833069
415.0 1.4 5.29956579208
415.0 1.5 4.17475271225
415.0 1.6 3.74133205414
415.0 1.7 3.37161374092
415.0 1.8 3.37161374092
415.0 1.9 3.05379891396
415.0 2.0 2.53896784782
415.0 2.1 2.53896784782
415.0 2.2 2.14377093315
415.0 2.3 2.14377093315
415.0 2.4 1.8342089653
415.0 2.5 1.70412373543
415.0 2.6 1.70412373543
415.0 2.7 1.48262166977
415.0 2.8 1.48262166977
415.0 2.9 1.30231058598
415.0 3.0 1.22455334663
415.0 3.1 1.22455334663
415.0 3.2 1.08907783031
415.0 3.3 1.08907783031
415.0 3.4 0.97555232048
415.0 3.5 0.925611436367
415.0 3.6 0.925611436367
415.0 3.7 0.837115943432
415.0 3.8 0.837115943432
415.0 3.9 0.761453270912
415.0 4.0 0.727688968182
415.0 4.1 0.727688968182
415.0 4.2 0.696286439896
415.0 4.3 0.639776706696
415.0 4.4 0.61431491375
415.0 4.5 0.590502202511
415.0 4.6 0.590502202511
415.0 4.7 0.568221449852
415.0 4.8 0.527767837048
415.0 4.9 0.509370684624
420.0 1.0 7.63298416138
420.0 1.1 6.67060279846
420.0 1.2 5.79948091507
420.0 1.3 5.79948091507
420.0 1.4 5.08787107468
420.0 1.5 4.00625896454
420.0 1.6 3.58965945244
420.0 1.7 3.23436331749
420.0 1.8 3.23436331749
420.0 1.9 2.92900252342
420.0 2.0 2.43446111679
420.0 2.1 2.43446111679
420.0 2.2 2.05494117737
420.0 2.3 2.05494117737
420.0 2.4 1.75765728951
420.0 2.5 1.63273394108
420.0 2.6 1.63273394108
420.0 2.7 1.42005181313
420.0 2.8 1.42005181313
420.0 2.9 1.24688112736
420.0 3.0 1.1721944809
420.0 3.1 1.1721944809
420.0 3.2 1.0421192646
420.0 3.3 1.0421192646
420.0 3.4 0.93312561512
420.0 3.5 0.885163784027
420.0 3.6 0.885163784027
420.0 3.7 0.800192177296
420.0 3.8 0.800192177296
420.0 3.9 0.727517485619
420.0 4.0 0.695096373558
420.0 4.1 0.695096373558
420.0 4.2 0.664948284626
420.0 4.3 0.610678434372
420.0 4.4 0.586224079132
420.0 4.5 0.563356697559
420.0 4.6 0.563356697559
420.0 4.7 0.541947841644
420.0 4.8 0.5030772686
420.0 4.9 0.485407114029
425.0 1.0 7.33250808716
425.0 1.1 6.40550708771
425.0 1.2 5.56702518463
425.0 1.3 5.56702518463
425.0 1.4 4.88248443604
425.0 1.5 3.84271097183
425.0 1.6 3.4424328804
425.0 1.7 3.10113215446
425.0 1.8 3.10113215446
425.0 1.9 2.80783224106
425.0 2.0 2.3329436779
425.0 2.1 2.3329436779
425.0 2.2 1.96863293648
425.0 2.3 1.96863293648
425.0 2.4 1.68329751492
425.0 2.5 1.56339609623
425.0 2.6 1.56339609623
425.0 2.7 1.35929322243
425.0 2.8 1.35929322243
425.0 2.9 1.19309103489
425.0 3.0 1.1214069128
425.0 3.1 1.1214069128
425.0 3.2 0.996590614319
425.0 3.3 0.996590614319
425.0 3.4 0.892015576363
425.0 3.5 0.845994949341
425.0 3.6 0.845994949341
425.0 3.7 0.764458119869
425.0 3.8 0.764458119869
425.0 3.9 0.694713592529
425.0 4.0 0.663591325283
425.0 4.1 0.663591325283
425.0 4.2 0.634668707848
425.0 4.3 0.582594513893
425.0 4.4 0.559128403664
425.0 4.5 0.537182986736
425.0 4.6 0.537182986736
425.0 4.7 0.516635894775
425.0 4.8 0.479311674833
425.0 4.9 0.462349623442
430.0 1.0 7.04163646698
430.0 1.1 6.14891624451
430.0 1.2 5.34199142456
430.0 1.3 5.34199142456
430.0 1.4 4.6836271286
430.0 1.5 3.6842854023
430.0 1.6 3.2998111248
430.0 1.7 2.97205638885
430.0 1.8 2.97205638885
430.0 1.9 2.69045448303
430.0 2.0 2.23461031914
430.0 2.1 2.23461031914
430.0 2.2 1.88503599167
430.0 2.3 1.88503599167
430.0 2.4 1.61129355431
430.0 2.5 1.49626743793
430.0 2.6 1.49626743793
430.0 2.7 1.30047440529
430.0 2.8 1.30047440529
430.0 2.9 1.14104402065
430.0 3.0 1.07228958607
430.0 3.1 1.07228958607
430.0 3.2 0.952568173409
430.0 3.3 0.952568173409
430.0 3.4 0.852291405201
430.0 3.5 0.808163583279
430.0 3.6 0.808163583279
430.0 3.7 0.729966104031
430.0 3.8 0.729966104031
430.0 3.9 0.663083016872
430.0 4.0 0.633230924606
430.0 4.1 0.633230924606
430.0 4.2 0.605485796928
430.0 4.3 0.555558681488
430.0 4.4 0.533054113388
430.0 4.5 0.512008547783
430.0 4.6 0.512008547783
430.0 4.7 0.492302030325
430.0 4.8 0.456496119499
430.0 4.9 0.44021910429
435.0 1.0 6.76034212112
435.0 1.1 5.90087080002
435.0 1.2 5.12449884415
435.0 1.3 5.12449884415
435.0 1.4 4.49142885208
435.0 1.5 3.53114151955
435.0 1.6 3.16192889214
435.0 1.7 2.84728288651
435.0 1.8 2.84728288651
435.0 1.9 2.57698249817
435.0 2.0 2.13955545425
435.0 2.1 2.13955545425
435.0 2.2 1.80423545837
435.0 2.3 1.80423545837
435.0 2.4 1.54172885418
435.0 2.5 1.43142640591
435.0 2.6 1.43142640591
435.0 2.7 1.24368655682
435.0 2.8 1.24368655682
435.0 2.9 1.0908510685
435.0 3.0 1.0249106884
435.0 3.1 1.0249106884
435.0 3.2 0.910131931305
435.0 3.3 0.910131931305
435.0 3.4 0.814016819
435.0 3.5 0.771722018719
435.0 3.6 0.771722018719
435.0 3.7 0.696768343449
435.0 3.8 0.696768343449
435.0 3.9 0.632664203644
435.0 4.0 0.604048132896
435.0 4.1 0.604048132896
435.0 4.2 0.577449858189
435.0 4.3 0.529596209526
435.0 4.4 0.508026063442
435.0 4.5 0.487855643034
435.0 4.6 0.487855643034
435.0 4.7 0.468967437744
435.0 4.8 0.434645712376
435.0 4.9 0.4190312922
440.0 1.0 6.48876476288
440.0 1.1 5.6613650322
440.0 1.2 4.91452264786
440.0 1.3 4.91452264786
440.0 1.4 4.30592536926
440.0 1.5 3.38336634636
440.0 1.6 3.02886915207
440.0 1.7 2.72687482834
440.0 1.8 2.72687482834
440.0 1.9 2.46750354767
440.0 2.0 2.04785871506
440.0 2.1 2.04785871506
440.0 2.2 1.72629785538
440.0 2.3 1.72629785538
440.0 2.4 1.47465527058
440.0 2.5 1.36892092228
440.0 2.6 1.36892092228
440.0 2.7 1.18895971775
440.0 2.8 1.18895971775
440.0 2.9 1.04249358177
440.0 3.0 0.97930252552
440.0 3.1 0.97930252552
440.0 3.2 0.869292259216
440.0 3.3 0.869292259216
440.0 3.4 0.777203202248
440.0 3.5 0.736685037613
440.0 3.6 0.736685037613
440.0 3.7 0.664874196053
440.0 3.8 0.664874196053
440.0 3.9 0.60346031189
440.0 4.0 0.57604521513
440.0 4.1 0.57604521513
440.0 4.2 0.550558686256
440.0 4.3 0.504707276821
440.0 4.4 0.484046041965
440.0 4.5 0.464723438025
440.0 4.6 0.464723438025
440.0 4.7 0.446628838778
440.0 4.8 0.413744062185
440.0 4.9 0.398787379265
445.0 1.0 6.22680902481
445.0 1.1 5.43043375015
445.0 1.2 4.71211481094
445.0 1.3 4.71211481094
445.0 1.4 4.12707805634
445.0 1.5 3.24094629288
445.0 1.6 2.90065288544
445.0 1.7 2.61085939407
445.0 1.8 2.61085939407
445.0 1.9 2.36204767227
445.0 2.0 1.95955789089
445.0 2.1 1.95955789089
445.0 2.2 1.65125799179
445.0 2.3 1.65125799179
445.0 2.4 1.41008281708
445.0 2.5 1.30877459049
445.0 2.6 1.30877459049
445.0 2.7 1.13633275032
445.0 2.8 1.13633275032
445.0 2.9 0.995997667313
445.0 3.0 0.93547141552
445.0 3.1 0.93547141552
445.0 3.2 0.830070436001
445.0 3.3 0.830070436001
445.0 3.4 0.741861343384
445.0 3.5 0.703057825565
445.0 3.6 0.703057825565
445.0 3.7 0.634291172028
445.0 3.8 0.634291172028
445.0 3.9 0.575468540192
445.0 4.0 0.549215495586
445.0 4.1 0.549215495586
445.0 4.2 0.524806380272
445.0 4.3 0.48089414835
445.0 4.4 0.461102664471
445.0 4.5 0.442599862814
445.0 4.6 0.442599862814
445.0 4.7 0.42527359724
445.0 4.8 0.393779993057
445.0 4.9 0.379456341267
450.0 1.0 5.97436380386
450.0 1.1 5.20797014236
450.0 1.2 4.51717710495
450.0 1.3 4.51717710495
450.0 1.4 3.95491909981
450.0 1.5 3.10384631157
450.0 1.6 2.77723670006
450.0 1.7 2.4991979599
450.0 1.8 2.4991979599
450.0 1.9 2.26055598259
450.0 2.0 1.87464094162
450.0 2.1 1.87464094162
450.0 2.2 1.5791169405
450.0 2.3 1.5791169405
450.0 2.4 1.34802150726
450.0 2.5 1.25098323822
450.0 2.6 1.25098323822
450.0 2.7 1.08579647541
450.0 2.8 1.08579647541
450.0 2.9 0.951369285583
450.0 3.0 0.893402576447
450.0 3.1 0.893402576447
450.0 3.2 0.792456865311
450.0 3.3 0.792456865311
450.0 3.4 0.707983970642
450.0 3.5 0.670834183693
450.0 3.6 0.670834183693
450.0 3.7 0.604996144772
450.0 3.8 0.604996144772
450.0 3.9 0.548679053783
450.0 4.0 0.523547291756
450.0 4.1 0.523547291756
450.0 4.2 0.500179588795
450.0 4.3 0.458138555288
450.0 4.4 0.439192503691
450.0 4.5 0.421472609043
450.0 4.6 0.421472609043
450.0 4.7 0.404887586832
450.0 4.8 0.374739140272
450.0 4.9 0.361024111509
455.0 1.0 5.73126411438
455.0 1.1 4.99383640289
455.0 1.2 4.32962703705
455.0 1.3 4.32962703705
455.0 1.4 3.78931999207
455.0 1.5 2.97205758095
455.0 1.6 2.65862393379
455.0 1.7 2.39188981056
455.0 1.8 2.39188981056
455.0 1.9 2.16301965714
455.0 2.0 1.79305660725
455.0 2.1 1.79305660725
455.0 2.2 1.50982880592
455.0 2.3 1.50982880592
455.0 2.4 1.28844058514
455.0 2.5 1.19549739361
455.0 2.6 1.19549739361
455.0 2.7 1.03732073307
455.0 2.8 1.03732073307
455.0 2.9 0.908588409424
455.0 3.0 0.853079915047
455.0 3.1 0.853079915047
455.0 3.2 0.75643569231
455.0 3.3 0.75643569231
455.0 3.4 0.675552904606
455.0 3.5 0.639993607998
455.0 3.6 0.639993607998
455.0 3.7 0.576978266239
455.0 3.8 0.576978266239
455.0 3.9 0.523072302341
455.0 4.0 0.499019354582
455.0 4.1 0.499019354582
455.0 4.2 0.476656973362
455.0 4.3 0.436416834593
455.0 4.4 0.41828635335
455.0 4.5 0.401327461004
455.0 4.6 0.401327461004
455.0 4.7 0.385448604822
455.0 4.8 0.356597036123
455.0 4.9 0.343469381332
460.0 1.0 5.49740982056
460.0 1.1 4.78790950775
460.0 1.2 4.14929866791
460.0 1.3 4.14929866791
460.0 1.4 3.63016605377
460.0 1.5 2.84547328949
460.0 1.6 2.54471468925
460.0 1.7 2.28886294365
460.0 1.8 2.28886294365
460.0 1.9 2.06940031052
460.0 2.0 1.71477663517
460.0 2.1 1.71477663517
460.0 2.2 1.44338154793
460.0 2.3 1.44338154793
460.0 2.4 1.2313131094
460.0 2.5 1.14230084419
460.0 2.6 1.14230084419
460.0 2.7 0.990862369537
460.0 2.8 0.990862369537
460.0 2.9 0.867610514164
460.0 3.0 0.814466834068
460.0 3.1 0.814466834068
460.0 3.2 0.721962511539
460.0 3.3 0.721962511539
460.0 3.4 0.644531309605
460.0 3.5 0.610498547554
460.0 3.6 0.610498547554
460.0 3.7 0.550198435783
460.0 3.8 0.550198435783
460.0 3.9 0.498616486788
460.0 4.0 0.475597172976
460.0 4.1 0.475597172976
460.0 4.2 0.454201281071
460.0 4.3 0.41569685936
460.0 4.4 0.398350477219
460.0 4.5 0.382125765085
460.0 4.6 0.382125765085
460.0 4.7 0.366929233074
460.0 4.8 0.339320957661
460.0 4.9 0.326760441065
465.0 1.0 5.27253818512
465.0 1.1 4.59000301361
465.0 1.2 3.97609949112
465.0 1.3 3.97609949112
465.0 1.4 3.47733044624
465.0 1.5 2.72397685051
465.0 1.6 2.43541741371
465.0 1.7 2.19002914429
465.0 1.8 2.19002914429
465.0 1.9 1.97960758209
465.0 2.0 1.63972091675
465.0 2.1 1.63972091675
465.0 2.2 1.37970805168
465.0 2.3 1.37970805168
465.0 2.4 1.1765922308
465.0 2.5 1.09136092663
465.0 2.6 1.09136092663
465.0 2.7 0.946390330791
465.0 2.8 0.946390330791
465.0 2.9 0.828410565853
465.0 3.0 0.777543604374
465.0 3.1 0.777543604374
465.0 3.2 0.689007937908
465.0 3.3 0.689007937908
465.0 3.4 0.614899337292
465.0 3.5 0.582328081131
465.0 3.6 0.582328081131
465.0 3.7 0.524632811546
465.0 3.8 0.524632811546
465.0 3.9 0.475283801556
465.0 4.0 0.453255921602
465.0 4.1 0.453255921602
465.0 4.2 0.432786941528
465.0 4.3 0.395953595638
465.0 4.4 0.379357308149
465.0 4.5 0.363837301731
465.0 4.6 0.363837301731
465.0 4.7 0.349301338196
465.0 4.8 0.322882056236
465.0 4.9 0.31086820364
470.0 1.0 5.05649328232
470.0 1.1 4.3999247551
470.0 1.2 3.80980491638
470.0 1.3 3.80980491638
470.0 1.4 3.33066797256
470.0 1.5 2.60747408867
470.0 1.6 2.33062314987
470.0 1.7 2.09528183937
470.0 1.8 2.09528183937
470.0 1.9 1.8935444355
470.0 2.0 1.56782197952
470.0 2.1 1.56782197952
470.0 2.2 1.31874144077
470.0 2.3 1.31874144077
470.0 2.4 1.12421834469
470.0 2.5 1.04261887074
470.0 2.6 1.04261887074
470.0 2.7 0.90384209156
470.0 2.8 0.90384209156
470.0 2.9 0.790936887264
470.0 3.0 0.742252767086
470.0 3.1 0.742252767086
470.0 3.2 0.657523393631
470.0 3.3 0.657523393631
470.0 3.4 0.586610198021
470.0 3.5 0.555439174175
470.0 3.6 0.555439174175
470.0 3.7 0.500243246555
470.0 3.8 0.500243246555
470.0 3.9 0.453037589788
470.0 4.0 0.431965053082
470.0 4.1 0.431965053082
470.0 4.2 0.412381142378
470.0 4.3 0.37715062499
470.0 4.4 0.361275404692
470.0 4.5 0.346431642771
470.0 4.6 0.346431642771
470.0 4.7 0.332529902458
470.0 4.8 0.30725595355
470.0 4.9 0.295760601759
475.0 1.0 4.84906101227
475.0 1.1 4.21749830246
475.0 1.2 3.65026426315
475.0 1.3 3.65026426315
475.0 1.4 3.19000196457
475.0 1.5 2.49580740929
475.0 1.6 2.23022675514
475.0 1.7 2.00454187393
475.0 1.8 2.00454187393
475.0 1.9 1.81113779545
475.0 2.0 1.49900054932
475.0 2.1 1.49900054932
475.0 2.2 1.26039850712
475.0 2.3 1.26039850712
475.0 2.4 1.07412040234
475.0 2.5 0.996002495289
475.0 2.6 0.996002495289
475.0 2.7 0.863169670105
475.0 2.8 0.863169670105
475.0 2.9 0.755130529404
475.0 3.0 0.708545267582
475.0 3.1 0.708545267582
475.0 3.2 0.62746578455
475.0 3.3 0.62746578455
475.0 3.4 0.559625148773
475.0 3.5 0.529792070389
475.0 3.6 0.529792070389
475.0 3.7 0.476991325617
475.0 3.8 0.476991325617
475.0 3.9 0.431838065386
475.0 4.0 0.411683022976
475.0 4.1 0.411683022976
475.0 4.2 0.392946451902
475.0 4.3 0.359252929687
475.0 4.4 0.344070404768
475.0 4.5 0.329875230789
475.0 4.6 0.329875230789
475.0 4.7 0.316580653191
475.0 4.8 0.292409658432
475.0 4.9 0.281411349773
480.0 1.0 4.65000486374
480.0 1.1 4.04251003265
480.0 1.2 3.49730086327
480.0 1.3 3.49730086327
480.0 1.4 3.05518174171
480.0 1.5 2.38884162903
480.0 1.6 2.13407611847
480.0 1.7 1.91765964031
480.0 1.8 1.91765964031
480.0 1.9 1.73225927353
480.0 2.0 1.43315577507
480.0 2.1 1.43315577507
480.0 2.2 1.20461499691
480.0 2.3 1.20461499691
480.0 2.4 1.02624249458
480.0 2.5 0.951455593109
480.0 2.6 0.951455593109
480.0 2.7 0.824322760105
480.0 2.8 0.824322760105
480.0 2.9 0.720942139626
480.0 3.0 0.676366388798
480.0 3.1 0.676366388798
480.0 3.2 0.598790705204
480.0 3.3 0.598790705204
480.0 3.4 0.53388607502
480.0 3.5 0.505347728729
480.0 3.6 0.505347728729
480.0 3.7 0.454830110073
480.0 3.8 0.454830110073
480.0 3.9 0.411642313004
480.0 4.0 0.392368912697
480.0 4.1 0.392368912697
480.0 4.2 0.374449014664
480.0 4.3 0.342222452164
480.0 4.4 0.327703118324
480.0 4.5 0.314127624035
480.0 4.6 0.314127624035
480.0 4.7 0.301416754723
480.0 4.8 0.278305143118
480.0 4.9 0.267784953117
485.0 1.0 4.45901489258
485.0 1.1 3.87475085258
485.0 1.2 3.35071754456
485.0 1.3 3.35071754456
485.0 1.4 2.92602753639
485.0 1.5 2.28644323349
485.0 1.6 2.04206252098
485.0 1.7 1.83453071117
485.0 1.8 1.83453071117
485.0 1.9 1.65680170059
485.0 2.0 1.37019121647
485.0 2.1 1.37019121647
485.0 2.2 1.1512953043
485.0 2.3 1.1512953043
485.0 2.4 0.980500817299
485.0 2.5 0.908901154995
485.0 2.6 0.908901154995
485.0 2.7 0.787229061127
485.0 2.8 0.787229061127
485.0 2.9 0.688308417797
485.0 3.0 0.645662486553
485.0 3.1 0.645662486553
485.0 3.2 0.571444869041
485.0 3.3 0.571444869041
485.0 3.4 0.509353995323
485.0 3.5 0.482056498528
485.0 3.6 0.482056498528
485.0 3.7 0.433723270893
485.0 3.8 0.433723270893
485.0 3.9 0.392419785261
485.0 4.0 0.373986810446
485.0 4.1 0.373986810446
485.0 4.2 0.356850326061
485.0 4.3 0.326028257608
485.0 4.4 0.31214427948
485.0 4.5 0.299161344767
485.0 4.6 0.299161344767
485.0 4.7 0.28700736165
485.0 4.8 0.264911264181
485.0 4.9 0.254852712154
490.0 1.0 4.27583312988
490.0 1.1 3.71392130852
490.0 1.2 3.21027755737
490.0 1.3 3.21027755737
490.0 1.4 2.80236983299
490.0 1.5 2.18846130371
490.0 1.6 1.95404028893
490.0 1.7 1.75503277779
490.0 1.8 1.75503277779
490.0 1.9 1.58466124535
490.0 2.0 1.31001996994
490.0 2.1 1.31001996994
490.0 2.2 1.10036671162
490.0 2.3 1.10036671162
490.0 2.4 0.936826407909
490.0 2.5 0.868280589581
490.0 2.6 0.868280589581
490.0 2.7 0.751827001572
490.0 2.8 0.751827001572
490.0 2.9 0.657173573971
490.0 3.0 0.616376459599
490.0 3.1 0.616376459599
490.0 3.2 0.545373141766
490.0 3.3 0.545373141766
490.0 3.4 0.485978275537
490.0 3.5 0.459865033627
490.0 3.6 0.459865033627
490.0 3.7 0.413622200489
490.0 3.8 0.413622200489
490.0 3.9 0.374122798443
490.0 4.0 0.356493771076
490.0 4.1 0.356493771076
490.0 4.2 0.34010758996
490.0 4.3 0.310626477003
490.0 4.4 0.297352612019
490.0 4.5 0.284939199686
490.0 4.6 0.284939199686
490.0 4.7 0.273316353559
490.0 4.8 0.252191066742
490.0 4.9 0.242574498057
495.0 1.0 4.10020303726
495.0 1.1 3.55980992317
495.0 1.2 3.07576704025
495.0 1.3 3.07576704025
495.0 1.4 2.68396496773
495.0 1.5 2.09473538399
495.0 1.6 1.86987769604
495.0 1.7 1.67904746532
495.0 1.8 1.67904746532
495.0 1.9 1.51572012901
495.0 2.0 1.25254178047
495.0 2.1 1.25254178047
495.0 2.2 1.05173552036
495.0 2.3 1.05173552036
495.0 2.4 0.895141363144
495.0 2.5 0.82952105999
495.0 2.6 0.82952105999
495.0 2.7 0.718058824539
495.0 2.8 0.718058824539
495.0 2.9 0.627486526966
495.0 3.0 0.588455975056
495.0 3.1 0.588455975056
495.0 3.2 0.520529389381
495.0 3.3 0.520529389381
495.0 3.4 0.463712990284
495.0 3.5 0.438734292984
495.0 3.6 0.438734292984
495.0 3.7 0.394500464201
495.0 3.8 0.394500464201
495.0 3.9 0.356715023518
495.0 4.0 0.339856922626
495.0 4.1 0.339856922626
495.0 4.2 0.324186593294
495.0 4.3 0.295990735292
495.0 4.4 0.28329589963
495.0 4.5 0.27142727375
495.0 4.6 0.27142727375
495.0 4.7 0.260314196348
495.0 4.8 0.240114524961
495.0 4.9 0.230921119452
500.0 1.0 3.93184065819
500.0 1.1 3.4121761322
500.0 1.2 2.94697928429
500.0 1.3 2.94697928429
500.0 1.4 2.57064509392
500.0 1.5 2.0050907135
500.0 1.6 1.78939986229
500.0 1.7 1.60641288757
500.0 1.8 1.60641288757
500.0 1.9 1.44984376431
500.0 2.0 1.19765520096
500.0 2.1 1.19765520096
500.0 2.2 1.00531721115
500.0 2.3 1.00531721115
500.0 2.4 0.855372846127
500.0 2.5 0.792552053928
500.0 2.6 0.792552053928
500.0 2.7 0.68585807085
500.0 2.8 0.68585807085
500.0 2.9 0.59918731451
500.0 3.0 0.561845302582
500.0 3.1 0.561845302582
500.0 3.2 0.496862977743
500.0 3.3 0.496862977743
500.0 3.4 0.44250997901
500.0 3.5 0.418619543314
500.0 3.6 0.418619543314
500.0 3.7 0.376308083534
500.0 3.8 0.376308083534
500.0 3.9 0.340159356594
500.0 4.0 0.324036002159
500.0 4.1 0.324036002159
500.0 4.2 0.309050500393
500.0 4.3 0.282086610794
500.0 4.4 0.269941091537
500.0 4.5 0.258593916893
500.0 4.6 0.258593916893
500.0 4.7 0.247968047857
500.0 4.8 0.228653758764
500.0 4.9 0.219864264131
505.0 1.0 3.77050042152
505.0 1.1 3.27075457573
505.0 1.2 2.82368946075
505.0 1.3 2.82368946075
505.0 1.4 2.46222376823
505.0 1.5 1.91937792301
505.0 1.6 1.71247851849
505.0 1.7 1.53700637817
505.0 1.8 1.53700637817
505.0 1.9 1.38690805435
505.0 2.0 1.14524352551
505.0 2.1 1.14524352551
505.0 2.2 0.961004018784
505.0 2.3 0.961004018784
505.0 2.4 0.81743234396
505.0 2.5 0.757287144661
505.0 2.6 0.757287144661
505.0 2.7 0.655158936977
505.0 2.8 0.655158936977
505.0 2.9 0.572219729424
505.0 3.0 0.536488592625
505.0 3.1 0.536488592625
505.0 3.2 0.474323242903
505.0 3.3 0.474323242903
505.0 3.4 0.422327011824
505.0 3.5 0.399475038052
505.0 3.6 0.399475038052
505.0 3.7 0.359001934528
505.0 3.8 0.359001934528
505.0 3.9 0.324415683746
505.0 4.0 0.308996707201
505.0 4.1 0.308996707201
505.0 4.2 0.294664442539
505.0 4.3 0.268878400326
505.0 4.4 0.25726082921
505.0 4.5 0.246405556798
505.0 4.6 0.246405556798
505.0 4.7 0.236247181892
505.0 4.8 0.217779949307
505.0 4.9 0.209375366569
510.0 1.0 3.61596632004
510.0 1.1 3.13535904884
510.0 1.2 2.70568728447
510.0 1.3 2.70568728447
510.0 1.4 2.35849332809
510.0 1.5 1.83743882179
510.0 1.6 1.63897037506
510.0 1.7 1.47070014477
510.0 1.8 1.47070014477
510.0 1.9 1.32680308819
510.0 2.0 1.09520900249
510.0 2.1 1.09520900249
510.0 2.2 0.918721795082
510.0 2.3 0.918721795082
510.0 2.4 0.781242728233
510.0 2.5 0.723657786846
510.0 2.6 0.723657786846
510.0 2.7 0.625892758369
510.0 2.8 0.625892758369
510.0 2.9 0.546522021294
510.0 3.0 0.512329339981
510.0 3.1 0.512329339981
510.0 3.2 0.452852040529
510.0 3.3 0.452852040529
510.0 3.4 0.403111368418
510.0 3.5 0.381249725819
510.0 3.6 0.381249725819
510.0 3.7 0.342534512281
510.0 3.8 0.342534512281
510.0 3.9 0.30944827199
510.0 4.0 0.294695317745
510.0 4.1 0.294695317745
510.0 4.2 0.280988454819
510.0 4.3 0.256328552961
510.0 4.4 0.245216339827
510.0 4.5 0.234830409288
510.0 4.6 0.234830409288
510.0 4.7 0.225115343928
510.0 4.8 0.20745883882
510.0 4.9 0.199422687292
515.0 1.0 3.46790599823
515.0 1.1 3.0057425499
515.0 1.2 2.59280395508
515.0 1.3 2.59280395508
515.0 1.4 2.259298563
515.0 1.5 1.75911998749
515.0 1.6 1.56872522831
515.0 1.7 1.40735828876
515.0 1.8 1.40735828876
515.0 1.9 1.26940238476
515.0 2.0 1.04744923115
515.0 2.1 1.04744923115
515.0 2.2 0.878384709358
515.0 2.3 0.878384709358
515.0 2.4 0.746728956699
515.0 2.5 0.691595256329
515.0 2.6 0.691595256329
515.0 2.7 0.598000228405
515.0 2.8 0.598000228405
515.0 2.9 0.522036373615
515.0 3.0 0.489316701889
515.0 3.1 0.489316701889
515.0 3.2 0.432404518127
515.0 3.3 0.432404518127
515.0 3.4 0.384819507599
515.0 3.5 0.363905519247
515.0 3.6 0.363905519247
515.0 3.7 0.326869666576
515.0 3.8 0.326869666576
515.0 3.9 0.295219004154
515.0 4.0 0.281100273132
515.0 4.1 0.281100273132
515.0 4.2 0.267990201712
515.0 4.3 0.244404822588
515.0 4.4 0.233776733279
515.0 4.5 0.223841175437
515.0 4.6 0.223841175437
515.0 4.7 0.214546129107
515.0 4.8 0.197662502527
515.0 4.9 0.18997913599
520.0 1.0 3.32611584663
520.0 1.1 2.88165235519
520.0 1.2 2.48478317261
520.0 1.3 2.48478317261
520.0 1.4 2.1644423008
520.0 1.5 1.6843007803
520.0 1.6 1.50163435936
520.0 1.7 1.34687066078
520.0 1.8 1.34687066078
520.0 1.9 1.21459817886
520.0 2.0 1.0018645525
520.0 2.1 1.0018645525
520.0 2.2 0.839901447296
520.0 2.3 0.839901447296
520.0 2.4 0.713813185692
520.0 2.5 0.661023855209
520.0 2.6 0.661023855209
520.0 2.7 0.571416974068
520.0 2.8 0.571416974068
520.0 2.9 0.49870544672
520.0 3.0 0.467393606901
520.0 3.1 0.467393606901
520.0 3.2 0.412935495377
520.0 3.3 0.412935495377
520.0 3.4 0.36740604043
520.0 3.5 0.347399950027
520.0 3.6 0.347399950027
520.0 3.7 0.311968326569
520.0 3.8 0.311968326569
520.0 3.9 0.281688868999
520.0 4.0 0.268182218075
520.0 4.1 0.268182218075
520.0 4.2 0.255633503199
520.0 4.3 0.233076140285
520.0 4.4 0.222911000252
520.0 4.5 0.213406741619
520.0 4.6 0.213406741619
520.0 4.7 0.204511761665
520.0 4.8 0.188365861773
520.0 4.9 0.181017830968
525.0 1.0 3.19033956528
525.0 1.1 2.76290249825
525.0 1.2 2.38145661354
525.0 1.3 2.38145661354
525.0 1.4 2.07372975349
525.0 1.5 1.61280429363
525.0 1.6 1.4375525713
525.0 1.7 1.28911614418
525.0 1.8 1.28911614418
525.0 1.9 1.16229009628
525.0 2.0 0.95837777853
525.0 2.1 0.95837777853
525.0 2.2 0.803201258183
525.0 2.3 0.803201258183
525.0 2.4 0.682432591915
525.0 2.5 0.631881058216
525.0 2.6 0.631881058216
525.0 2.7 0.54608798027
525.0 2.8 0.54608798027
525.0 2.9 0.47648024559
525.0 3.0 0.446512699127
525.0 3.1 0.446512699127
525.0 3.2 0.394395023584
525.0 3.3 0.394395023584
525.0 3.4 0.350830405951
525.0 3.5 0.331688284874
525.0 3.6 0.331688284874
525.0 3.7 0.297791659832
525.0 3.8 0.297791659832
525.0 3.9 0.268822044134
525.0 4.0 0.255899906158
525.0 4.1 0.255899906158
525.0 4.2 0.243891969323
525.0 4.3 0.222311750054
525.0 4.4 0.212588012218
