130.0 0.8 0.0
130.0 0.9 0.0
130.0 1.0 0.0
130.0 1.1 0.0
130.0 1.2 0.0
130.0 1.3 0.0
130.0 1.4 0.0
130.0 1.5 0.0
130.0 1.6 0.0
130.0 1.7 0.0
130.0 1.8 0.0
130.0 1.9 0.0
130.0 2.0 0.0
130.0 2.1 0.0
130.0 2.2 0.0
130.0 2.3 0.0
130.0 2.4 0.0
130.0 2.5 0.0
130.0 2.6 0.0
130.0 2.7 0.0
130.0 2.8 0.0
130.0 2.9 0.0
130.0 3.0 0.0
130.0 3.1 0.0
130.0 3.2 0.0
130.0 3.3 0.0
130.0 3.4 0.0
130.0 3.5 0.0
130.0 3.6 0.0
130.0 3.7 0.0
130.0 3.8 0.0
130.0 3.9 0.0
130.0 4.0 0.0
130.0 4.1 0.0
130.0 4.2 0.0
130.0 4.3 0.0
130.0 4.4 0.0
130.0 4.5 0.0
130.0 4.6 0.0
130.0 4.7 0.0
130.0 4.8 0.0
130.0 4.9 0.0
130.0 5.0 0.0
130.0 5.1 0.0
130.0 5.2 0.0
130.0 5.3 0.0
130.0 5.4 0.0
130.0 5.5 0.0
130.0 5.6 0.0
130.0 5.7 0.0
130.0 5.8 0.0
130.0 5.9 0.0
130.0 6.0 0.0
130.0 6.275 0.0
130.0 7.0 0.0
130.0 8.0 0.0
130.0 9.0 0.0
130.0 10.0 0.0
130.0 11.0 0.0
130.0 12.0 0.0
130.0 13.0 0.0
130.0 14.0 0.0
130.0 15.0 0.0
130.0 16.0 0.0
130.0 17.0 0.0
130.0 18.0 0.0
130.0 19.0 0.0
130.0 20.0 0.0
130.0 21.0 0.0
130.0 22.0 0.0
130.0 23.0 0.0
130.0 24.0 0.0
130.0 25.0 0.0
130.0 26.0 0.0
130.0 27.0 0.0
130.0 28.0 0.0
130.0 29.0 0.0
130.0 30.0 0.0
130.0 31.0 0.0
130.0 32.0 0.0
130.0 33.0 0.0
130.0 34.0 0.0
130.0 35.0 0.0
130.0 36.0 0.0
130.0 37.0 0.0
130.0 38.0 0.0
130.0 39.0 0.0
130.0 40.0 0.0
130.0 41.0 0.0
130.0 42.0 0.0
130.0 43.0 0.0
130.0 44.0 0.0
130.0 45.0 0.0
130.0 46.0 0.0
130.0 47.0 0.0
130.0 48.0 0.0
130.0 49.0 0.0
130.0 50.0 0.0
130.0 51.0 0.0
130.0 52.0 0.0
130.0 53.0 0.0
130.0 54.0 0.0
130.0 55.0 0.0
130.0 56.0 0.0
130.0 57.0 0.0
130.0 58.0 0.0
130.0 59.0 0.0
130.0 60.0 0.0
135.0 0.8 0.0
135.0 0.9 nan
135.0 1.0 nan
135.0 1.1 nan
135.0 1.2 nan
135.0 1.3 nan
135.0 1.4 nan
135.0 1.5 nan
135.0 1.6 nan
135.0 1.7 nan
135.0 1.8 nan
135.0 1.9 nan
135.0 2.0 nan
135.0 2.1 nan
135.0 2.2 nan
135.0 2.3 nan
135.0 2.4 nan
135.0 2.5 4402.60009766
135.0 2.6 924.685974121
135.0 2.7 663.83001709
135.0 2.8 546.156982422
135.0 2.9 475.638000488
135.0 3.0 427.440002441
135.0 3.1 391.868988037
135.0 3.2 364.260009766
135.0 3.3 342.052001953
135.0 3.4 323.707000732
135.0 3.5 308.239013672
135.0 3.6 294.984008789
135.0 3.7 283.471984863
135.0 3.8 273.364013672
135.0 3.9 264.407989502
135.0 4.0 256.407989502
135.0 4.1 249.214004517
135.0 4.2 242.707992554
135.0 4.3 236.791000366
135.0 4.4 231.386993408
135.0 4.5 226.430999756
135.0 4.6 221.867996216
135.0 4.7 217.654006958
135.0 4.8 213.75
135.0 4.9 210.123001099
135.0 5.0 206.746002197
135.0 5.1 203.593994141
135.0 5.2 200.645004272
135.0 5.3 197.882003784
135.0 5.4 195.287002563
135.0 5.5 192.847000122
135.0 5.6 190.54800415
135.0 5.7 188.378005981
135.0 5.8 186.328994751
135.0 5.9 184.38999939
135.0 6.0 182.554000854
135.0 6.275 180.81199646
135.0 7.0 180.81199646
135.0 8.0 167.388000488
135.0 9.0 158.716995239
135.0 10.0 152.76499939
135.0 11.0 148.492996216
135.0 12.0 145.322006226
135.0 13.0 142.901000977
135.0 14.0 141.011993408
135.0 15.0 139.509002686
135.0 16.0 138.294006348
135.0 17.0 137.29699707
135.0 18.0 136.468994141
135.0 19.0 135.774993896
135.0 20.0 135.186004639
135.0 21.0 134.682998657
135.0 22.0 134.25
135.0 23.0 133.87399292
135.0 24.0 133.546005249
135.0 25.0 133.257995605
135.0 26.0 133.003005981
135.0 27.0 132.776992798
135.0 28.0 132.576004028
135.0 29.0 132.395996094
135.0 30.0 132.23399353
135.0 31.0 132.087997437
135.0 32.0 131.955993652
135.0 33.0 131.835998535
135.0 34.0 131.725997925
135.0 35.0 131.62600708
135.0 36.0 131.535003662
135.0 37.0 131.451004028
135.0 38.0 131.37399292
135.0 39.0 131.302993774
135.0 40.0 131.236999512
135.0 41.0 131.175994873
135.0 42.0 131.119003296
135.0 43.0 131.067001343
135.0 44.0 131.018005371
135.0 45.0 130.972000122
135.0 46.0 130.929000854
135.0 47.0 130.889007568
135.0 48.0 130.852005005
135.0 49.0 130.817001343
135.0 50.0 130.783996582
135.0 51.0 130.753005981
135.0 52.0 130.723999023
135.0 53.0 130.695999146
135.0 54.0 130.669998169
135.0 55.0 130.645996094
135.0 56.0 130.621994019
135.0 57.0 130.600006104
135.0 58.0 130.578994751
135.0 59.0 130.559997559
135.0 60.0 130.541000366
140.0 0.8 0.0
140.0 0.9 nan
140.0 1.0 nan
140.0 1.1 nan
140.0 1.2 nan
140.0 1.3 nan
140.0 1.4 nan
140.0 1.5 nan
140.0 1.6 nan
140.0 1.7 nan
140.0 1.8 1630.31994629
140.0 1.9 708.142028809
140.0 2.0 531.432983398
140.0 2.1 445.957000732
140.0 2.2 393.300994873
140.0 2.3 356.777008057
140.0 2.4 329.57800293
140.0 2.5 308.342010498
140.0 2.6 291.192993164
140.0 2.7 276.993988037
140.0 2.8 265.005004883
140.0 2.9 254.725006104
140.0 3.0 245.800003052
140.0 3.1 237.970001221
140.0 3.2 231.039993286
140.0 3.3 224.861999512
140.0 3.4 219.317993164
140.0 3.5 214.315994263
140.0 3.6 209.779998779
140.0 3.7 205.649993896
140.0 3.8 201.873001099
140.0 3.9 198.408004761
140.0 4.0 195.218994141
140.0 4.1 192.274993896
140.0 4.2 189.550003052
140.0 4.3 187.022994995
140.0 4.4 184.67199707
140.0 4.5 182.481994629
140.0 4.6 180.43800354
140.0 4.7 178.526000977
140.0 4.8 176.73399353
140.0 4.9 175.052993774
140.0 5.0 173.473999023
140.0 5.1 171.986999512
140.0 5.2 170.585998535
140.0 5.3 169.264007568
140.0 5.4 168.01499939
140.0 5.5 166.833999634
140.0 5.6 165.716003418
140.0 5.7 164.656005859
140.0 5.8 163.649993896
140.0 5.9 162.695007324
140.0 6.0 161.787002563
140.0 6.275 160.92300415
140.0 7.0 160.92300415
140.0 8.0 154.182998657
140.0 9.0 149.766998291
140.0 10.0 146.714996338
140.0 11.0 144.518005371
140.0 12.0 142.884994507
140.0 13.0 141.638000488
140.0 14.0 140.664993286
140.0 15.0 139.88999939
140.0 16.0 139.264007568
140.0 17.0 138.75100708
140.0 18.0 138.324996948
140.0 19.0 137.966995239
140.0 20.0 137.664993286
140.0 21.0 137.406005859
140.0 22.0 137.182998657
140.0 23.0 136.990005493
140.0 24.0 136.820999146
140.0 25.0 136.67300415
140.0 26.0 136.542007446
140.0 27.0 136.425994873
140.0 28.0 136.322006226
140.0 29.0 136.229995728
140.0 30.0 136.147003174
140.0 31.0 136.072006226
140.0 32.0 136.003997803
140.0 33.0 135.942001343
140.0 34.0 135.886001587
140.0 35.0 135.835006714
140.0 36.0 135.787994385
140.0 37.0 135.744995117
140.0 38.0 135.705001831
140.0 39.0 135.667999268
140.0 40.0 135.634994507
140.0 41.0 135.602996826
140.0 42.0 135.574005127
140.0 43.0 135.54699707
140.0 44.0 135.522003174
140.0 45.0 135.49899292
140.0 46.0 135.477005005
140.0 47.0 135.455993652
140.0 48.0 135.43699646
140.0 49.0 135.419006348
140.0 50.0 135.401992798
140.0 51.0 135.386001587
140.0 52.0 135.371002197
140.0 53.0 135.356994629
140.0 54.0 135.343994141
140.0 55.0 135.330993652
140.0 56.0 135.319000244
140.0 57.0 135.307998657
140.0 58.0 135.29699707
140.0 59.0 135.287002563
140.0 60.0 135.276992798
145.0 0.8 0.0
145.0 0.9 nan
145.0 1.0 nan
145.0 1.1 nan
145.0 1.2 nan
145.0 1.3 nan
145.0 1.4 nan
145.0 1.5 1049.61999512
145.0 1.6 589.421020508
145.0 1.7 460.734008789
145.0 1.8 394.222991943
145.0 1.9 352.039001465
145.0 2.0 322.286987305
145.0 2.1 299.890014648
145.0 2.2 282.273010254
145.0 2.3 267.971984863
145.0 2.4 256.085998535
145.0 2.5 246.024993896
145.0 2.6 237.386001587
145.0 2.7 229.878005981
145.0 2.8 223.289993286
145.0 2.9 217.460998535
145.0 3.0 212.268997192
145.0 3.1 207.613998413
145.0 3.2 203.419006348
145.0 3.3 199.621994019
145.0 3.4 196.169998169
145.0 3.5 193.020004272
145.0 3.6 190.136001587
145.0 3.7 187.486999512
145.0 3.8 185.04699707
145.0 3.9 182.794998169
145.0 4.0 180.710006714
145.0 4.1 178.776000977
145.0 4.2 176.977996826
145.0 4.3 175.304000854
145.0 4.4 173.740997314
145.0 4.5 172.281005859
145.0 4.6 170.914993286
145.0 4.7 169.632995605
145.0 4.8 168.429992676
145.0 4.9 167.298995972
145.0 5.0 166.23500061
145.0 5.1 165.231002808
145.0 5.2 164.283996582
145.0 5.3 163.389007568
145.0 5.4 162.542999268
145.0 5.5 161.742004395
145.0 5.6 160.983001709
145.0 5.7 160.261993408
145.0 5.8 159.57800293
145.0 5.9 158.929000854
145.0 6.0 158.309997559
145.0 6.275 157.722000122
145.0 7.0 157.722000122
145.0 8.0 153.121002197
145.0 9.0 150.100997925
145.0 10.0 148.011993408
145.0 11.0 146.507995605
145.0 12.0 145.39100647
145.0 13.0 144.537002563
145.0 14.0 143.871002197
145.0 15.0 143.341995239
145.0 16.0 142.912994385
145.0 17.0 142.56199646
145.0 18.0 142.270996094
145.0 19.0 142.026992798
145.0 20.0 141.820007324
145.0 21.0 141.643005371
145.0 22.0 141.490997314
145.0 23.0 141.35899353
145.0 24.0 141.242996216
145.0 25.0 141.141998291
145.0 26.0 141.052993774
145.0 27.0 140.973999023
145.0 28.0 140.902999878
145.0 29.0 140.839996338
145.0 30.0 140.783004761
145.0 31.0 140.731994629
145.0 32.0 140.684997559
145.0 33.0 140.643005371
145.0 34.0 140.604995728
145.0 35.0 140.570007324
145.0 36.0 140.537994385
145.0 37.0 140.507995605
145.0 38.0 140.481002808
145.0 39.0 140.455993652
145.0 40.0 140.432998657
145.0 41.0 140.412002563
145.0 42.0 140.391998291
145.0 43.0 140.37399292
145.0 44.0 140.356002808
145.0 45.0 140.339996338
145.0 46.0 140.324996948
145.0 47.0 140.311004639
145.0 48.0 140.29800415
145.0 49.0 140.285995483
145.0 50.0 140.274993896
145.0 51.0 140.264007568
145.0 52.0 140.253005981
145.0 53.0 140.244003296
145.0 54.0 140.23500061
145.0 55.0 140.225997925
145.0 56.0 140.218002319
145.0 57.0 140.210006714
145.0 58.0 140.20300293
145.0 59.0 140.195999146
145.0 60.0 140.188995361
150.0 0.8 0.0
150.0 0.9 nan
150.0 1.0 nan
150.0 1.1 nan
150.0 1.2 nan
150.0 1.3 1058.23999023
150.0 1.4 561.229003906
150.0 1.5 437.128997803
150.0 1.6 374.631011963
150.0 1.7 335.459014893
150.0 1.8 308.010986328
150.0 1.9 287.432006836
150.0 2.0 271.290008545
150.0 2.1 258.213989258
150.0 2.2 247.367004395
150.0 2.3 238.20199585
150.0 2.4 230.345001221
150.0 2.5 223.529998779
150.0 2.6 217.56199646
150.0 2.7 212.292007446
150.0 2.8 207.606994629
150.0 2.9 203.416000366
150.0 3.0 199.647994995
150.0 3.1 196.244995117
150.0 3.2 193.158004761
150.0 3.3 190.348007202
150.0 3.4 187.781005859
150.0 3.5 185.429000854
150.0 3.6 183.268005371
